train/loss,train/map,train/map_50,train/map_75,train/map_large,train/map_medium,train/mar_1,train/mar_10,train/mar_100,train/mar_large,train/mar_medium,val/loss,val/map,val/map_50,val/map_75,val/map_large,val/map_medium,val/mar_1,val/mar_10,val/mar_100,val/mar_large,val/mar_medium
1.4187004660305225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.255168125846169,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0
1.0447049078188444,0.0090422723442316,0.0128993056714534,0.0097963586449623,0.0090423123911023,0.0,0.1450517326593399,0.2066880762577057,0.2069568634033203,0.2069568634033203,0.0,1.1401915436441248,0.0088664041832089,0.011966960504651,0.0097999423742294,0.0088664041832089,-1.0,0.1194102466106414,0.1878296732902526,0.1878296732902526,0.1878296732902526,-1.0
0.7740734053149103,0.0169650577008724,0.0203014463186264,0.0193165056407451,0.0169661715626716,0.0116527033969759,0.2780726850032806,0.3771399259567261,0.3772549331188202,0.3773346245288849,0.1500000059604644,1.0512608620253476,0.0182111132889986,0.0215388108044862,0.0204174350947141,0.0182114169001579,-1.0,0.2296781241893768,0.2913375794887543,0.2913375794887543,0.2913375794887543,-1.0
0.6914807507593517,0.024744926020503,0.0281142406165599,0.0276601947844028,0.0247738752514123,0.0040941932238638,0.3775628507137298,0.4915959537029266,0.4918790161609649,0.4923074543476105,0.1500000059604644,1.0845761927691373,0.0346390791237354,0.0401149988174438,0.0385327748954296,0.0346429124474525,-1.0,0.3298529088497162,0.4163434505462646,0.4163434505462646,0.4163434505462646,-1.0
0.6374210280875592,0.0381858646869659,0.0419013947248458,0.0415422171354293,0.0382611267268657,0.0251010693609714,0.4415327608585357,0.5535798072814941,0.5535910129547119,0.5540549159049988,0.4000000059604645,0.9765242050994526,0.0415754914283752,0.0456840209662914,0.0453554689884185,0.0416195727884769,-1.0,0.3858116567134857,0.4375825822353363,0.4375825822353363,0.4375825822353363,-1.0
0.5884193185401454,0.048255518078804,0.0536272153258323,0.0531698130071163,0.0484090633690357,0.1576059609651565,0.4795781672000885,0.603864848613739,0.603864848613739,0.6038616895675659,0.550000011920929,0.9797406841408124,0.0520264320075511,0.0592339485883712,0.0588332079350948,0.0520412065088748,-1.0,0.427719384431839,0.4893354773521423,0.4893354773521423,0.4893354773521423,-1.0
0.5546731646737463,0.0649297535419464,0.0727732703089714,0.0717530250549316,0.0652387738227844,0.1579529792070388,0.5604732036590576,0.6632147431373596,0.6632147431373596,0.6636389493942261,0.5166666507720947,0.9599629320881584,0.0794612914323806,0.0889469310641288,0.0889015719294548,0.0796388015151023,-1.0,0.4735724925994873,0.5148462057113647,0.5148462057113647,0.5148462057113647,-1.0
0.5279400723749768,0.0918366909027099,0.1043391451239585,0.1037108153104782,0.0921653136610984,0.1748495399951934,0.5602176785469055,0.6589271426200867,0.6589271426200867,0.6591321229934692,0.4833333194255829,0.9479330826889384,0.1016978323459625,0.117045059800148,0.1145431995391845,0.1017275601625442,-1.0,0.4788642823696136,0.5211788415908813,0.5211788415908813,0.5211788415908813,-1.0
0.5057059718760527,0.1122744753956794,0.1279908865690231,0.1251350492238998,0.1126796081662178,0.2238210439682006,0.6185901165008545,0.7149320840835571,0.7149320840835571,0.7163603901863098,0.5,0.937342674623836,0.1154839172959327,0.1369536370038986,0.1304702460765838,0.1155184954404831,-1.0,0.5320518612861633,0.5790783762931824,0.5790783762931824,0.5790783762931824,-1.0
0.4749587579913761,0.1394613981246948,0.1561397463083267,0.1553376019001007,0.1401169747114181,0.1832436621189117,0.6598762273788452,0.7653058171272278,0.7653058171272278,0.7675619721412659,0.5833333134651184,0.9311101078987122,0.1504119932651519,0.1713760495185852,0.1696018725633621,0.150426834821701,-1.0,0.5792596340179443,0.6107923984527588,0.6107923984527588,0.6107923984527588,-1.0
0.4463014097658393,0.1730601638555526,0.1903125196695327,0.1878823190927505,0.1738703101873397,0.0356068946421146,0.6915758848190308,0.7782319188117981,0.7782319188117981,0.7792738676071167,0.5666666626930237,0.924425397677855,0.170830100774765,0.1934867352247238,0.1916973739862442,0.1708393841981887,-1.0,0.5706877708435059,0.6141838431358337,0.6141838431358337,0.6141838431358337,-1.0
0.4122825667296176,0.2350637167692184,0.2568355500698089,0.2562077045440674,0.2358310967683792,0.2704070508480072,0.720284640789032,0.8183302283287048,0.819495677947998,0.8215121626853943,0.5666666626930237,0.9102854880419644,0.2074456810951233,0.2317181974649429,0.2297869622707367,0.2074623703956604,-1.0,0.5970838069915771,0.6324135065078735,0.6324135065078735,0.6324135065078735,-1.0
0.3851476844306395,0.2811172604560852,0.3035219609737396,0.3022703528404236,0.2820226550102234,0.2646864652633667,0.76402348279953,0.8579999804496765,0.8580182790756226,0.8605214953422546,0.5833333134651184,0.9090076525102962,0.2088756412267685,0.2354085743427276,0.2336914837360382,0.2088846564292907,-1.0,0.6205999255180359,0.6336840987205505,0.6336840987205505,0.6336840987205505,-1.0
0.3600480304498148,0.2837651371955871,0.3056989014148712,0.3051632046699524,0.2842563092708587,0.4168316721916199,0.7793844938278198,0.8651367425918579,0.8651367425918579,0.867519736289978,0.6166666746139526,0.8984172598882155,0.1903280317783355,0.2146354913711547,0.2114896029233932,0.1903293281793594,-1.0,0.5672025680541992,0.6139224767684937,0.6139224767684937,0.6139224767684937,-1.0
0.3330980561827085,0.3469623923301697,0.376704603433609,0.3759360611438751,0.3481863737106323,0.4601936340332031,0.8245728611946106,0.8954846858978271,0.8954846858978271,0.8958869576454163,0.8833333253860474,0.8682798721573569,0.2604188024997711,0.2983035743236542,0.2918564677238464,0.2604496777057647,-1.0,0.6406747102737427,0.6684927344322205,0.6684927344322205,0.6684927344322205,-1.0
0.3087226764151924,0.4074447751045227,0.4384646415710449,0.4368300139904022,0.4088312685489654,0.5868996977806091,0.8398661613464355,0.9169015288352966,0.9169015288352966,0.91682767868042,0.9166666865348816,0.8758865394375541,0.2273562401533126,0.2607147097587585,0.2559305131435394,0.2273660451173782,-1.0,0.6347799301147461,0.667887806892395,0.667887806892395,0.667887806892395,-1.0
0.2898305071436841,0.4640262126922607,0.4909055233001709,0.4894410073757171,0.4656420350074768,0.5928733348846436,0.8473660349845886,0.9268356561660768,0.9268356561660768,0.9271659255027772,0.8833333253860474,0.906906643780795,0.2698871791362762,0.3042902648448944,0.2985284328460693,0.2698999345302582,-1.0,0.6381349563598633,0.6549519896507263,0.6549519896507263,0.6549519896507263,-1.0
0.2627619302040925,0.5455531477928162,0.5801936388015747,0.5780734419822693,0.547385573387146,0.6220040917396545,0.8774025440216064,0.9308079481124878,0.9308079481124878,0.9310712218284608,0.9166666865348816,0.8608320756392045,0.2800753116607666,0.3203206658363342,0.3113575875759125,0.280100405216217,-1.0,0.6545405983924866,0.688019871711731,0.688019871711731,0.688019871711731,-1.0
0.2435751315419406,0.5758586525917053,0.611687183380127,0.6098862290382385,0.5773059129714966,0.7168316841125488,0.8728616833686829,0.9297509789466858,0.9319154620170592,0.9323428273200988,0.9166666865348816,0.8816157164898786,0.2895835638046264,0.3279133141040802,0.3220154643058777,0.2895844578742981,-1.0,0.6380488276481628,0.652948796749115,0.652948796749115,0.652948796749115,-1.0
0.2342309484458624,0.5926451683044434,0.6300226449966431,0.6267700791358948,0.5941423773765564,0.5836633443832397,0.8767044544219971,0.9440537691116332,0.9440537691116332,0.9439243078231812,0.8999999761581421,0.8750708030028777,0.319551408290863,0.3569222092628479,0.3524370491504669,0.3195520043373108,-1.0,0.6503685116767883,0.6716174483299255,0.6716174483299255,0.6716174483299255,-1.0
0.203729128213578,0.6236197352409363,0.6620571613311768,0.6554387211799622,0.6253777742385864,0.7833333611488342,0.889160692691803,0.9381152987480164,0.9443923830986024,0.9446244835853576,0.9333333373069764,0.8140886396169662,0.3371449708938598,0.3752608299255371,0.3695456087589264,0.3371532559394836,-1.0,0.6717599630355835,0.7026937007904053,0.7026937007904053,0.7026937007904053,-1.0
0.1999473095417568,0.6771884560585022,0.7169750332832336,0.7141856551170349,0.6788990497589111,0.91683167219162,0.8936769366264343,0.9471510052680968,0.949099063873291,0.9493733048439026,0.9166666865348816,0.8639366596937179,0.3447329401969909,0.3879435956478119,0.377817302942276,0.344746321439743,-1.0,0.6633250117301941,0.6909626722335815,0.6909626722335815,0.6909626722335815,-1.0
0.1881548465150717,0.6890421509742737,0.7424805164337158,0.7404060959815979,0.6907650828361511,0.8168317079544067,0.8860804438591003,0.936537504196167,0.936537504196167,0.9363734722137452,0.9833333492279052,0.880888818339868,0.3553903996944427,0.4009269177913666,0.3941511511802673,0.3553931713104248,-1.0,0.6648555994033813,0.6859707236289978,0.6859707236289978,0.6859707236289978,-1.0
0.1741597355605535,0.7160799503326416,0.7593287229537964,0.7565903067588806,0.7170959711074829,0.7666666507720947,0.8981584906578064,0.9523760080337524,0.9523760080337524,0.9523382186889648,0.9333333373069764,0.8624163699421016,0.353121817111969,0.4001896977424621,0.3954492807388305,0.353140652179718,-1.0,0.6498401165008545,0.6788183450698853,0.6788183450698853,0.6788183450698853,-1.0
0.1608180090000754,0.7335141897201538,0.777587354183197,0.775730550289154,0.7347495555877686,0.9417491555213928,0.8937811851501465,0.9490324854850768,0.9490324854850768,0.949138879776001,0.949999988079071,0.8465540452436967,0.3612263202667236,0.4140123128890991,0.4013804793357849,0.3612452149391174,-1.0,0.6567578315734863,0.6899864077568054,0.6899864077568054,0.6899864077568054,-1.0
0.1481353769620168,0.796393632888794,0.841740608215332,0.8394725918769836,0.7966859340667725,0.9333333373069764,0.9046081304550172,0.9543288946151732,0.9543288946151732,0.9543447494506836,0.9333333373069764,0.8819165091622959,0.369524747133255,0.4136878550052643,0.4084931313991546,0.3695255219936371,-1.0,0.6308751106262207,0.6571365594863892,0.6571365594863892,0.6571365594863892,-1.0
0.1392454663781743,0.8109713792800903,0.8583794832229614,0.8538870215415955,0.8111795783042908,0.9333333373069764,0.9025050401687622,0.9454601407051086,0.9454601407051086,0.9454759955406188,0.9333333373069764,0.8419367045164108,0.3629423081874847,0.4108735918998718,0.4027546644210815,0.3629434108734131,-1.0,0.6408656239509583,0.674412727355957,0.674412727355957,0.674412727355957,-1.0
0.1335692124982584,0.8364461064338684,0.8931211233139038,0.8892641067504883,0.837026834487915,0.950165033340454,0.9007709622383118,0.9446489810943604,0.9446489810943604,0.9448354840278624,0.949999988079071,0.927538006955927,0.3860945999622345,0.4357847571372986,0.4263707995414734,0.3861095905303955,-1.0,0.6472245454788208,0.6650429964065552,0.6650429964065552,0.6650429964065552,-1.0
0.1170152461910684,0.8270611763000488,0.8717643618583679,0.8702839016914368,0.8276408314704895,0.9417491555213928,0.9106282591819764,0.9541990756988524,0.9541990756988524,0.9544243812561036,0.949999988079071,0.9569041306322272,0.3713284134864807,0.4151961803436279,0.407324343919754,0.3713445663452148,-1.0,0.624119222164154,0.6516867876052856,0.6516867876052856,0.6516867876052856,-1.0
0.12807539170203,0.8094580173492432,0.8715736269950867,0.8705569505691528,0.8095360994338989,0.8999999761581421,0.8978381156921387,0.9439184665679932,0.9439857602119446,0.9442697167396544,0.8999999761581421,0.903705336018042,0.3711254000663757,0.423132061958313,0.4126647412776947,0.3711362481117248,-1.0,0.6466847658157349,0.6761972904205322,0.6761972904205322,0.6761972904205322,-1.0
0.1054460866295773,0.8821079134941101,0.9206476211547852,0.9182817935943604,0.8820900321006775,0.9666666388511658,0.9226107001304626,0.9676381945610046,0.9676381945610046,0.9676031470298768,0.9666666388511658,0.880578723685308,0.4242473840713501,0.4731194972991943,0.466963917016983,0.4242616593837738,-1.0,0.6390082836151123,0.6588707566261292,0.6588707566261292,0.6588707566261292,-1.0
0.0946744023150928,0.8941705822944641,0.939785897731781,0.937967836856842,0.8946892023086548,0.8501650094985962,0.918504536151886,0.962463080883026,0.962463080883026,0.9627987146377563,0.8500000238418579,0.9740824952721596,0.3972195088863373,0.4426727592945099,0.4362914562225342,0.3972353935241699,-1.0,0.6481214165687561,0.6645061373710632,0.6645061373710632,0.6645061373710632,-1.0
0.0870614906163455,0.9215086698532104,0.945366621017456,0.9441956877708436,0.9217700958251952,0.950165033340454,0.9319249391555786,0.9780241847038268,0.9780241847038268,0.9780834317207336,0.949999988079071,0.995329713415016,0.4252003133296966,0.4738959074020386,0.4665164351463318,0.4252091944217682,-1.0,0.6320802569389343,0.6437215209007263,0.6437215209007263,0.6437215209007263,-1.0
0.0783215040762991,0.9212307333946228,0.964060366153717,0.963075578212738,0.9212343096733092,0.9834983348846436,0.9198054075241088,0.964267075061798,0.964267075061798,0.9642555117607116,0.9833333492279052,1.0744781881570815,0.3980094492435455,0.4548558592796325,0.4478319883346557,0.3980118930339813,-1.0,0.619904100894928,0.6409652829170227,0.6409652829170227,0.6409652829170227,-1.0
0.0722387349680577,0.9377818703651428,0.9754428863525392,0.9741377830505372,0.9378988742828368,0.950165033340454,0.9242637157440186,0.9691125750541688,0.9691125750541688,0.9691811203956604,0.949999988079071,1.0699049789797177,0.4056970179080963,0.4557234942913055,0.4468782544136047,0.4057213068008423,-1.0,0.6013703346252441,0.6195791363716125,0.6195791363716125,0.6195791363716125,-1.0
0.0681931619410929,0.9361587762832642,0.9786901473999025,0.977823793888092,0.9362004399299622,1.0,0.9193932414054872,0.9639921188354492,0.9639921188354492,0.9639406204223632,1.0,1.1279854785312309,0.399929016828537,0.4509925842285156,0.4451832473278045,0.39993417263031,-1.0,0.6157229542732239,0.6381500959396362,0.6381500959396362,0.6381500959396362,-1.0
0.0705597822040796,0.9307082295417786,0.979163944721222,0.9764255285263062,0.9306771159172058,0.9666666388511658,0.9155969023704528,0.9608069062232972,0.9608069062232972,0.9607197046279908,0.9666666388511658,1.1096745910969648,0.4145285487174988,0.4602414667606354,0.4570493400096893,0.4145285487174988,-1.0,0.6188740730285645,0.6351560950279236,0.6351560950279236,0.6351560950279236,-1.0
0.0761333188336146,0.8166627883911133,0.8481777310371399,0.844737708568573,0.8165202140808105,1.0,0.9154267311096193,0.9647239446640016,0.9647239446640016,0.9646445512771606,1.0,1.3728112004019997,0.3291597366333008,0.3656022548675537,0.3617327511310577,0.3291676640510559,-1.0,0.522659182548523,0.5384460687637329,0.5384460687637329,0.5384460687637329,-1.0
0.1270141834286585,0.9176140427589417,0.9779981970787048,0.976003885269165,0.9177233576774596,0.91683167219162,0.9095585942268372,0.9522988200187684,0.9522988200187684,0.9523850679397584,0.9166666865348816,0.9650886990807274,0.4151158630847931,0.4757976233959198,0.4624307751655578,0.4151309430599212,-1.0,0.6296588182449341,0.6457453370094299,0.6457453370094299,0.6457453370094299,-1.0
0.1035056473683028,0.8122239708900452,0.8472571969032288,0.8452202081680298,0.8124331831932068,1.0,0.9119143486022948,0.958100974559784,0.958100974559784,0.9579679369926452,1.0,0.9575162451375616,0.3358852863311767,0.3831745982170105,0.3698003888130188,0.3359748125076294,-1.0,0.6261845827102661,0.6666056513786316,0.6666056513786316,0.6666056513786316,-1.0
0.1087580898209758,0.9367049932479858,0.9674933552742004,0.9651092290878296,0.9365654587745668,1.0,0.9311605095863342,0.9706130027770996,0.9706130027770996,0.9705187678337096,1.0,0.9453098316084256,0.4331229925155639,0.4824418723583221,0.4688165783882141,0.4331609904766083,-1.0,0.6478275656700134,0.6711084246635437,0.6711084246635437,0.6711084246635437,-1.0
0.0675008773411575,0.9551565647125244,0.9843356609344482,0.981925129890442,0.9551559686660768,1.0,0.9319733381271362,0.9758323431015016,0.9758323431015016,0.9758175015449524,1.0,1.0203522050922569,0.4240136742591858,0.4671782851219177,0.4591450989246368,0.4240203499794006,-1.0,0.6340276002883911,0.6458955407142639,0.6458955407142639,0.6458955407142639,-1.0
0.0570382726905138,0.9647175669670104,0.9933272004127502,0.99137145280838,0.9650626182556152,0.9666666388511658,0.9349167346954346,0.9775331020355223,0.9775331020355223,0.9777653217315674,0.9666666388511658,1.1309170819141647,0.4237814247608185,0.4688853323459625,0.46383798122406,0.4237965941429138,-1.0,0.6310977935791016,0.6478464603424072,0.6478464603424072,0.6478464603424072,-1.0
0.0542496372508716,0.9652740359306335,0.9922021627426147,0.990121841430664,0.9651859402656556,1.0,0.9361533522605896,0.979022741317749,0.979022741317749,0.9789581894874572,1.0,1.1856105007908562,0.433554857969284,0.4768079817295074,0.4734486639499664,0.4335910379886627,-1.0,0.6153651475906372,0.6344860196113586,0.6344860196113586,0.6344860196113586,-1.0
0.0589460698926066,0.957425594329834,0.9921825528144836,0.9903295636177064,0.9574846625328064,0.950165033340454,0.9300463795661926,0.9727912545204164,0.9727912545204164,0.9728512763977052,0.949999988079071,1.1610612498088315,0.4424253106117248,0.4895055890083313,0.4805764853954315,0.4424643814563751,-1.0,0.6087458729743958,0.6326472759246826,0.6326472759246826,0.6326472759246826,-1.0
0.0761704748108539,0.9534453749656676,0.9843541383743286,0.9830056428909302,0.9534995555877686,0.9666666388511658,0.931403875350952,0.975749671459198,0.975749671459198,0.9757869243621826,0.9666666388511658,0.983781502734531,0.4311961233615875,0.4771959781646728,0.4694907665252685,0.4312365651130676,-1.0,0.623933732509613,0.6415693759918213,0.6415693759918213,0.6415693759918213,-1.0
0.0598771413639017,0.9429581761360168,0.9785109162330629,0.9777615666389464,0.9429429769515992,1.0,0.9267264008522034,0.9718288779258728,0.9718288779258728,0.9717984795570374,1.0,1.1588329195976257,0.4068865776062011,0.4463255107402801,0.4432108700275421,0.4070613086223602,-1.0,0.5893914699554443,0.6029641032218933,0.6029641032218933,0.6029641032218933,-1.0
0.0615356228563687,0.9558867812156676,0.9923396110534668,0.9864481687545776,0.9558283686637878,1.0,0.9307218194007874,0.9728714227676392,0.9728714227676392,0.9728418588638306,1.0,1.224481496214867,0.4116345345973968,0.4612976014614105,0.4582098722457886,0.4116900265216827,-1.0,0.5987972021102905,0.6126976013183594,0.6126976013183594,0.6126976013183594,-1.0
0.0774266616498851,0.9647767543792723,0.9891374707221984,0.9870482087135316,0.9647409319877625,1.0,0.937391757965088,0.9807040691375732,0.9807040691375732,0.9806674718856812,1.0,1.0829054813493382,0.4164015650749206,0.4549809396266937,0.4517638385295868,0.4164146482944488,-1.0,0.6177696585655212,0.6331961154937744,0.6331961154937744,0.6331961154937744,-1.0
0.0676836573755372,0.9534914493560792,0.9825628399848938,0.9814234972000122,0.9533857703208924,1.0,0.9337598085403442,0.9757076501846312,0.9757076501846312,0.9755902886390686,1.0,1.0226096061143009,0.4450823962688446,0.4954364597797394,0.4900442361831665,0.4451339840888977,-1.0,0.6269867420196533,0.6449131369590759,0.6449131369590759,0.6449131369590759,-1.0
0.0605045808670995,0.9737138152122498,0.9961724281311036,0.9954764246940612,0.9736836552619934,1.0,0.9405531883239746,0.9822168946266174,0.9822168946266174,0.9821958541870116,1.0,1.0848282700235194,0.4428633153438568,0.4827142655849457,0.4801487922668457,0.4429093599319458,-1.0,0.6389607191085815,0.6600843667984009,0.6600843667984009,0.6600843667984009,-1.0
0.0567400643913164,0.974269151687622,0.9968984723091124,0.9937383532524108,0.9742540121078492,1.0,0.9426132440567015,0.9828178286552428,0.9828178286552428,0.9827944040298462,1.0,1.1188726820728996,0.4338977634906769,0.4784470200538635,0.4739786386489868,0.4339025616645813,-1.0,0.6096404194831848,0.6250398755073547,0.6250398755073547,0.6250398755073547,-1.0
0.0948972278903291,0.959976613521576,0.9878180027008056,0.9872053265571594,0.9599571824073792,1.0,0.933276891708374,0.9762239456176758,0.9762239456176758,0.976202130317688,1.0,0.9706408927386456,0.4129572212696075,0.4576648473739624,0.4524877965450287,0.4130070507526397,-1.0,0.5942361950874329,0.6156822443008423,0.6156822443008423,0.6156822443008423,-1.0
0.0724519226163011,0.9804913997650146,0.9958833456039428,0.9944524765014648,0.9804351329803468,1.0,0.9463043808937072,0.9878763556480408,0.9878763556480408,0.9878156781196594,1.0,1.028013688461347,0.42714324593544,0.4619817435741424,0.4586770534515381,0.4272061884403229,-1.0,0.6375373005867004,0.6538179516792297,0.6538179516792297,0.6538179516792297,-1.0
0.0649776773343983,0.9583037495613098,0.9963289499282836,0.9952951073646544,0.9584420323371888,0.9666666388511658,0.9294582605361938,0.97156023979187,0.97156023979187,0.9717209339141846,0.9666666388511658,1.091132912310687,0.4360702633857727,0.4793086647987366,0.4743661880493164,0.4362338185310364,-1.0,0.6405042409896851,0.6554247736930847,0.6554247736930847,0.6554247736930847,-1.0
